Job Title,Company,Location,Salary,Experience,Posted Date,Job URL,Salary_num,City
Data Analytics Trainee,HEXA SOLUTIONS,Work from home,"₹ 5,25,000 - 6,50,000",0,2,https://internshala.com/job/detail/fresher-remote-data-analytics-trainee-job-at-hexa-solutions1767603246,5.0,Work from home
Business Development Executive,Zell Education,Mumbai,"₹ 5,20,001 - 8,20,001",0,1,https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-zell-education1766726278,5.0,Mumbai
Digital Marketing Executive,Digital Brand Co-pilot,Work from home,"₹ 5,12,000 - 9,08,000",1,1,https://internshala.com/job/detail/remote-digital-marketing-executive-job-at-digital-brand-co-pilot1766740439,5.0,Work from home
Python Developer,Taiyō,Work from home,"₹ 5,10,000 - 8,80,000",0,3,https://internshala.com/job/detail/fresher-remote-python-developer-job-at-taiy1765801324,5.0,Work from home
Inside Sales Executive,Alvineient,Noida,"₹ 5,10,000 - 5,60,000",1,2,https://internshala.com/job/detail/inside-sales-executive-job-in-noida-at-alvineient1766386311,5.0,Noida
Interior Designer,Blooming Interiors,Bangalore,"₹ 5,10,000",1,1,https://internshala.com/job/detail/interior-designer-job-in-bangalore-at-blooming-interiors1766993710,5.0,Bangalore
Quality Analyst,Wehire Talent Solutions,Mumbai,"₹ 5,05,000 - 6,10,000",1,3,https://internshala.com/job/detail/quality-analyst-job-in-mumbai-at-wehire-talent-solutions1765957763,5.0,Mumbai
Collection Executive,Wehire Talent Solutions,Mumbai,"₹ 5,01,000 - 6,10,000",1,2,https://internshala.com/job/detail/collection-executive-job-in-mumbai-at-wehire-talent-solutions1766233352,5.0,Mumbai
Sales Executive,Zell Education,Mumbai,"₹ 5,00,001 - 8,00,001",0,1,https://internshala.com/job/detail/fresher-sales-executive-job-in-mumbai-at-zell-education1766735844,5.0,Mumbai
Inside Sales,Zell Education,Mumbai,"₹ 5,00,001 - 8,00,001",0,1,https://internshala.com/job/detail/fresher-inside-sales-job-in-mumbai-at-zell-education1766736401,5.0,Mumbai
Program Advisor,Zell Education,Mumbai,"₹ 5,00,001 - 8,00,001",0,1,https://internshala.com/job/detail/fresher-program-advisor-job-in-mumbai-at-zell-education1766736270,5.0,Mumbai
Academic Counsellor,Zell Education,Mumbai,"₹ 5,00,001 - 8,00,001",0,1,https://internshala.com/job/detail/fresher-academic-counsellor-job-in-mumbai-at-zell-education1766736089,5.0,Mumbai
Business Development Associate,Zell Education,Mumbai,"₹ 5,00,001 - 8,00,001",0,1,https://internshala.com/job/detail/fresher-business-development-associate-job-in-mumbai-at-zell-education1766727062,5.0,Mumbai
Creative Designer,FlytBase Labs,Pune,"₹ 5,00,000 - 20,00,000",1,2,https://internshala.com/job/detail/creative-designer-job-in-pune-at-flytbase-labs1766563370,5.0,Pune
Business Development Executive,Team Promotions,Noida,"₹ 5,00,000 - 15,00,000",0,7,https://internshala.com/job/detail/fresher-business-development-executive-job-in-noida-at-team-promotions1767168184,5.0,Noida
Corporate Sales Manager,Boxiva Luxury Gifting,Bangalore,"₹ 5,00,000 - 12,00,000",1,7,https://internshala.com/job/detail/corporate-sales-manager-job-in-bangalore-at-boxiva-luxury-gifting1767163454,5.0,Bangalore
Tender/GeM Executive,SPARKSPRINT SERVICES PRIVATE LIMITED,Noida,"₹ 5,00,000 - 12,00,000",1,2,https://internshala.com/job/detail/tender-gem-executive-job-in-noida-at-sparksprint-services-private-limited1766139973,5.0,Noida
Video Editor,TARS,Work from home,"₹ 5,00,000 - 12,00,000",1,2,https://internshala.com/job/detail/remote-video-editor-job-at-tars1766413431,5.0,Work from home
Full Stack Developer,FeathrTech,Noida,"₹ 5,00,000 - 10,00,000",1,1,https://internshala.com/job/detail/full-stack-developer-job-in-noida-at-feathrtech1766749769,5.0,Noida
Cloud Engineer - Azure,IOTX TECHNOLOGIES LLP,Jaipur,"₹ 5,00,000 - 10,00,000",0,2,https://internshala.com/job/detail/fresher-cloud-engineer-azure-job-in-jaipur-at-iotx-technologies-llp1766386066,5.0,Jaipur
Junior Civil Engineer,Additional Sale,"Delhi,Pune,Hyderabad,Mumbai,Bangalore","₹ 5,00,000 - 10,00,000",0,3,https://internshala.com/job/detail/fresher-part-time-junior-civil-engineer-job-in-multiple-locations-at-additional-sale1763715061,5.0,Delhi
Business Development Associate,Bosscoder Academy,Noida,"₹ 5,00,000 - 9,60,000",1,0,https://internshala.com/job/detail/business-development-associate-job-in-noida-at-bosscoder-academy1767768338,5.0,Noida
Business Development Associate,Mohit Yadav,Work from home,"₹ 5,00,000 - 9,00,000",1,2,https://internshala.com/job/detail/remote-part-time-business-development-associate-job-at-mohit-yadav1766573834,5.0,Work from home
Business Development Associate,My Backbencherskart Private Limited,Work from home,"₹ 5,00,000 - 9,00,000",1,2,https://internshala.com/job/detail/remote-part-time-business-development-associate-job-at-my-backbencherskart-private-limited1766571959,5.0,Work from home
Machine Learning (Remote),ThinkClock Battery Labs Pvt. Ltd.,Work from home,"₹ 5,00,000 - 9,00,000",0,2,https://internshala.com/job/detail/fresher-remote-machine-learning-remote-job-at-thinkclock-battery-labs-pvt-ltd1766402549,5.0,Work from home
Machine Learning Engineer (Battery Diagnostics),ThinkClock Battery Labs Pvt. Ltd.,Bangalore,"₹ 5,00,000 - 9,00,000",0,3,https://internshala.com/job/detail/fresher-machine-learning-engineer-battery-diagnostics-job-in-bangalore-at-thinkclock-battery-labs-pvt-ltd1765773175,5.0,Bangalore
Human Resources (HR) Associate,Traya Health,Mumbai,"₹ 5,00,000 - 9,00,000",1,3,https://internshala.com/job/detail/human-resources-hr-associate-job-in-mumbai-at-traya-health1765254305,5.0,Mumbai
RM Business Development (B2B Sales),JR Laddha Financial Services Pvt. Ltd.,Kolkata,"₹ 5,00,000 - 9,00,000",0,4,https://internshala.com/job/detail/fresher-rm-business-development-b2b-sales-job-in-kolkata-at-jr-laddha-financial-services-pvt-ltd1767486610,5.0,Kolkata
Sales Executive,Dhun Solutions,Delhi,"₹ 5,00,000 - 8,00,001",1,3,https://internshala.com/job/detail/sales-executive-job-in-delhi-at-dhun-solutions1765947386,5.0,Delhi
HR Operations Specialist,Innovalus Technologies,Pune(Hybrid),"₹ 5,00,000 - 8,00,000",1,1,https://internshala.com/job/detail/hr-operations-specialist-job-in-pune-at-innovalus-technologies1767695902,5.0,Pune(Hybrid)
Senior Performance Marketing Executive (Media Buying),Expanse Digital,Mumbai,"₹ 5,00,000 - 8,00,000",1,0,https://internshala.com/job/detail/senior-performance-marketing-executive-media-buying-job-in-mumbai-at-expanse-digital1767764949,5.0,Mumbai
Business Development Manager,Liberation Coaches Private Limited,Mumbai,"₹ 5,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/business-development-manager-job-in-mumbai-at-liberation-coaches-private-limited1765275121,5.0,Mumbai
Business Development Manager,Frostrek LLP,Gurgaon(Hybrid),"₹ 5,00,000 - 8,00,000",1,0,https://internshala.com/job/detail/business-development-manager-job-in-gurgaon-at-frostrek-llp1767771289,5.0,Gurgaon(Hybrid)
Sales Manager,Amberstone Properties,Bangalore,"₹ 5,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/sales-manager-job-in-bangalore-at-amberstone-properties1765966412,5.0,Bangalore
Field Sales Executive,91 Trucks.com,Mumbai,"₹ 5,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/field-sales-executive-job-in-mumbai-at-91-truckscom1765317163,5.0,Mumbai
Sales & Account Executive,Kleanify,Work from home,"₹ 5,00,000 - 8,00,000",1,1,https://internshala.com/job/detail/remote-sales-account-executive-job-at-kleanify1767678184,5.0,Work from home
IT Talent Associate,Qrata,Mumbai,"₹ 5,00,000 - 8,00,000",1,1,https://internshala.com/job/detail/it-talent-associate-job-in-mumbai-at-qrata1767008996,5.0,Mumbai
E-Commerce Sales Officer,SANVER INDIA PRIVATE LIMITED,Mumbai,"₹ 5,00,000 - 8,00,000",1,2,https://internshala.com/job/detail/e-commerce-sales-officer-job-in-mumbai-at-sanver-india-private-limited1766227247,5.0,Mumbai
HR & Admin Officer,SANVER INDIA PRIVATE LIMITED,Mumbai,"₹ 5,00,000 - 8,00,000",1,2,https://internshala.com/job/detail/hr-admin-officer-job-in-mumbai-at-sanver-india-private-limited1766217689,5.0,Mumbai
Telemarketers,Zip Paisa Private Limited,Surat,"₹ 5,00,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-part-time-telemarketers-job-in-surat-at-zip-paisa-private-limited1766157986,5.0,Surat
Startup Operations Executive,Nonex Solution Private Limited,Work from home,"₹ 5,00,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-remote-startup-operations-executive-job-at-nonex-solution-private-limited1766054632,5.0,Work from home
HR Operations Executive,Nonex Solution Private Limited,Work from home,"₹ 5,00,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-remote-hr-operations-executive-job-at-nonex-solution-private-limited1766053525,5.0,Work from home
Digital Marketing Manager,Nonex Solution Private Limited,Work from home,"₹ 5,00,000 - 8,00,000",0,2,https://internshala.com/job/detail/fresher-remote-digital-marketing-manager-job-at-nonex-solution-private-limited1766046478,5.0,Work from home
Digital Marketing Associate,"Alessandro Amenta (San Francisco, United States)",Work from home,"₹ 5,00,000 - 8,00,000",1,3,https://internshala.com/job/detail/remote-digital-marketing-associate-job-at-alessandro-amenta1765955070,5.0,Work from home
Product Management (SaaS) Associate,Jungleworks,"Chandigarh,Mohali","₹ 5,00,000 - 7,50,000",0,3,https://internshala.com/job/detail/fresher-product-management-saas-associate-job-in-multiple-locations-at-jungleworks1765356395,5.0,Chandigarh
Area Sales Manager,Satvam Nutrifoods Limited,Ahmedabad,"₹ 5,00,000 - 7,50,000",5,5,https://internshala.com/job/detail/area-sales-manager-job-in-ahmedabad-at-satvam-nutrifoods-limited1767400212,5.0,Ahmedabad
"Store Manager - Trends, Chitradurga",Reliance Retail,Chitradurga,"₹ 5,00,000 - 7,50,000",4,1,https://internshala.com/job/detail/store-manager-trends-chitradurga-job-in-chitradurga-at-reliance-retail1766795415,5.0,Chitradurga
"Store Manager - Trends, Hassan (Arkalgud)",Reliance Retail,Arakalagud,"₹ 5,00,000 - 7,50,000",4,1,https://internshala.com/job/detail/store-manager-trends-hassan-arkalgud-job-in-arakalagud-at-reliance-retail1766795409,5.0,Arakalagud
"Store Manager - Trends, Mudgere",Reliance Retail,Mudigere,"₹ 5,00,000 - 7,50,000",4,1,https://internshala.com/job/detail/store-manager-trends-mudgere-job-in-mudigere-at-reliance-retail1766795409,5.0,Mudigere
"Store Manager - Trends, Puttur (Uppinangadi)",Reliance Retail,Puttur,"₹ 5,00,000 - 7,50,000",4,1,https://internshala.com/job/detail/store-manager-trends-puttur-uppinangadi-job-in-puttur-at-reliance-retail1766795410,5.0,Puttur
"Store Manager - Trends, Somvarpet",Reliance Retail,Somvarpet,"₹ 5,00,000 - 7,50,000",4,2,https://internshala.com/job/detail/store-manager-trends-somvarpet-job-in-somvarpet-at-reliance-retail1766536268,5.0,Somvarpet
"Store Manager - Trends, Sakleshpur",Reliance Retail,Sakleshpur,"₹ 5,00,000 - 7,50,000",4,2,https://internshala.com/job/detail/store-manager-trends-sakleshpur-job-in-sakleshpur-at-reliance-retail1766536252,5.0,Sakleshpur
Career Counselor,PrimePathway,Work from home,"₹ 5,00,000 - 7,20,000",1,2,https://internshala.com/job/detail/remote-career-counselor-job-at-primepathway1766206724,5.0,Work from home
Sales Development Representative,Juntrax Solutions Private Limited,Bangalore,"₹ 5,00,000 - 7,00,000",1,0,https://internshala.com/job/detail/sales-development-representative-job-in-bangalore-at-juntrax-solutions-private-limited1767848422,5.0,Bangalore
Sales Associate,Zell Education,Mumbai,"₹ 5,00,000 - 7,00,000",1,2,https://internshala.com/job/detail/sales-associate-job-in-mumbai-at-zell-education1767598759,5.0,Mumbai
Corporate Sales Associate,Zell Education,Mumbai,"₹ 5,00,000 - 7,00,000",0,1,https://internshala.com/job/detail/fresher-corporate-sales-associate-job-in-mumbai-at-zell-education1766735570,5.0,Mumbai
Corporate Sales Associate,Zell Education,Mumbai,"₹ 5,00,000 - 7,00,000",0,1,https://internshala.com/job/detail/fresher-corporate-sales-associate-job-in-mumbai-at-zell-education1766725783,5.0,Mumbai
Business Development Associate,Amco Industries,"Delhi,Gurgaon","₹ 5,00,000 - 7,00,000",1,2,https://internshala.com/job/detail/business-development-associate-job-in-multiple-locations-at-amco-industries1767675641,5.0,Delhi
Delivery Manager,Sharedpro,Vadodara,"₹ 5,00,000 - 7,00,000",1,3,https://internshala.com/job/detail/delivery-manager-job-in-vadodara-at-sharedpro1765453082,5.0,Vadodara
Optics Engineer,Bhoomi Process Management Pvt Ltd,Mumbai,"₹ 5,00,000 - 7,00,000",1,2,https://internshala.com/job/detail/optics-engineer-job-in-mumbai-at-bhoomi-process-management-pvt-ltd1766402166,5.0,Mumbai
Business Development Associate,FCi Techlabs Private Limited,Mumbai,"₹ 5,00,000 - 7,00,000",1,3,https://internshala.com/job/detail/business-development-associate-job-in-mumbai-at-fci-techlabs-private-limited1765859307,5.0,Mumbai
Franchise Sales Manager (B2B),Expertrons,Mumbai,"₹ 5,00,000 - 7,00,000",1,3,https://internshala.com/job/detail/franchise-sales-manager-b2b-job-in-mumbai-at-expertrons1763701500,5.0,Mumbai
Data Analytics Specialist,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 7,00,000",0,1,https://internshala.com/job/detail/fresher-data-analytics-specialist-job-in-pune-at-vedantix-softwares1766816741,5.0,Pune
Junior Software Tester,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 7,00,000",0,1,https://internshala.com/job/detail/fresher-junior-software-tester-job-in-pune-at-vedantix-softwares1766815256,5.0,Pune
Full Stack Developer,BetterWay,Gurgaon,"₹ 5,00,000 - 7,00,000",1,2,https://internshala.com/job/detail/full-stack-developer-job-in-gurgaon-at-betterway1766571386,5.0,Gurgaon
Manager - US Accounting,Finsmart Accounting Pvt Ltd,Pune,"₹ 5,00,000 - 7,00,000",1,2,https://internshala.com/job/detail/manager-us-accounting-job-in-pune-at-finsmart-accounting-pvt-ltd1766564128,5.0,Pune
Data Analytics Specialist,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 7,00,000",0,2,https://internshala.com/job/detail/fresher-data-analytics-specialist-job-in-bangalore-at-vedantix-softwares1766222957,5.0,Bangalore
Human Resources (HR) Executive,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 7,00,000",0,2,https://internshala.com/job/detail/fresher-human-resources-hr-executive-job-in-bangalore-at-vedantix-softwares1766218945,5.0,Bangalore
Software Developer,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 7,00,000",0,2,https://internshala.com/job/detail/fresher-software-developer-job-in-pune-at-vedantix-softwares1766216571,5.0,Pune
Software Tester,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 7,00,000",0,2,https://internshala.com/job/detail/fresher-software-tester-job-in-pune-at-vedantix-softwares1766216061,5.0,Pune
Data Quality Analyst,Nonex Solution Private Limited,Work from home,"₹ 5,00,000 - 7,00,000",0,2,https://internshala.com/job/detail/fresher-remote-data-quality-analyst-job-at-nonex-solution-private-limited1766119171,5.0,Work from home
Senior Talent Acquisition Associate,Miraggio Lifestyles Private Limited,Gurgaon,"₹ 5,00,000 - 7,00,000",1,3,https://internshala.com/job/detail/senior-talent-acquisition-associate-job-in-gurgaon-at-miraggio-lifestyles-private-limited1765965513,5.0,Gurgaon
Software Developer,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 7,00,000",0,3,https://internshala.com/job/detail/fresher-software-developer-job-in-bangalore-at-vedantix-softwares1765882705,5.0,Bangalore
Digital Marketing Specialist,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 7,00,000",0,3,https://internshala.com/job/detail/fresher-digital-marketing-specialist-job-in-bangalore-at-vedantix-softwares1765528325,5.0,Bangalore
Data Entry Specialist,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 7,00,000",0,3,https://internshala.com/job/detail/fresher-data-entry-specialist-job-in-pune-at-vedantix-softwares1765520769,5.0,Pune
Data Analytics Specialist,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 7,00,000",0,3,https://internshala.com/job/detail/fresher-data-analytics-specialist-job-in-pune-at-vedantix-softwares1765520728,5.0,Pune
Sales And Logistics Executive,LYWO Recruitment Consulting LLP,Hyderabad,"₹ 5,00,000 - 7,00,000",0,3,https://internshala.com/job/detail/fresher-sales-and-logistics-executive-job-in-hyderabad-at-lywo-recruitment-consulting-llp1764757861,5.0,Hyderabad
HR Manager,Bharat Business Innovations Pvt Ltd,Navi Mumbai,"₹ 5,00,000 - 7,00,000",3,0,https://internshala.com/job/detail/hr-manager-job-in-navi-mumbai-at-bharat-business-innovations-pvt-ltd1767832216,5.0,Navi Mumbai
Butler,Sir H.N. Reliance Foundation Hospital & Research Centre,Maharashtra,"₹ 5,00,000 - 7,00,000",2,1,https://internshala.com/job/detail/butler-job-in-maharashtra-at-sir-hn-reliance-foundation-hospital-research-centre1767141051,5.0,Maharashtra
Customer Success Associate,AlmaShines Technologies Private Limited,Ahmedabad,"₹ 5,00,000 - 6,50,000",0,2,https://internshala.com/job/detail/fresher-customer-success-associate-job-in-ahmedabad-at-almashines-technologies-private-limited1766402386,5.0,Ahmedabad
Data Entry Executive,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 6,50,000",0,3,https://internshala.com/job/detail/fresher-data-entry-executive-job-in-bangalore-at-vedantix-softwares1765524429,5.0,Bangalore
Human Resources (HR) Specialist,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,50,000",0,3,https://internshala.com/job/detail/fresher-human-resources-hr-specialist-job-in-pune-at-vedantix-softwares1765523152,5.0,Pune
Digital Marketing Executive,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,50,000",0,3,https://internshala.com/job/detail/fresher-digital-marketing-executive-job-in-pune-at-vedantix-softwares1765522206,5.0,Pune
Sales Associate,Material Depot,"Hyderabad,Bangalore,Yelahanka","₹ 5,00,000 - 6,30,000",0,6,https://internshala.com/job/detail/fresher-sales-associate-job-in-multiple-locations-at-material-depot1767329665,5.0,Hyderabad
Associate Telecaller,Medius Technologies Private Limited,Mumbai,"₹ 5,00,000 - 6,00,000",1,3,https://internshala.com/job/detail/associate-telecaller-job-in-mumbai-at-medius-technologies-private-limited1765274396,5.0,Mumbai
Contractual Role - Video Editor And Graphic Designer,Tradearch Market Platforms Pvt Ltd,Mumbai,"₹ 5,00,000 - 6,00,000",1,2,https://internshala.com/job/detail/contractual-role-video-editor-and-graphic-designer-job-in-mumbai-at-tradearch-market-platforms-pvt-ltd1766215503,5.0,Mumbai
Junior Search Engine Optimization (SEO) Manager,Medius Technologies Private Limited,Mumbai,"₹ 5,00,000 - 6,00,000",1,3,https://internshala.com/job/detail/junior-search-engine-optimization-seo-manager-job-in-mumbai-at-medius-technologies-private-limited1765274322,5.0,Mumbai
Business Development Executive,Elvic Automotive Pvt Ltd,Delhi,"₹ 5,00,000 - 6,00,000",1,3,https://internshala.com/job/detail/corporate-sales-executive-job-in-delhi-at-elvic-automotive-pvt-ltd1765370333,5.0,Delhi
Content Writer,Medius Technologies Private Limited,Mumbai,"₹ 5,00,000 - 6,00,000",1,3,https://internshala.com/job/detail/content-writer-job-in-mumbai-at-medius-technologies-private-limited1765274313,5.0,Mumbai
Marketing Head,Budding Mariners,Jaipur,"₹ 5,00,000 - 6,00,000",1,1,https://internshala.com/job/detail/marketing-head-job-in-jaipur-at-budding-mariners1766838073,5.0,Jaipur
Data Entry Executive,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,4,https://internshala.com/job/detail/fresher-data-entry-executive-job-in-pune-at-vedantix-softwares1767421162,5.0,Pune
Backend Developer,Hello Mentor Pvt Ltd,Bangalore,"₹ 5,00,000 - 6,00,000",1,5,https://internshala.com/job/detail/backend-developer-job-in-bangalore-at-hello-mentor-pvt-ltd1767354175,5.0,Bangalore
Customer Service Executive,Prolegion Private Limited,Work from home,"₹ 5,00,000 - 6,00,000",0,7,https://internshala.com/job/detail/fresher-remote-customer-service-executive-job-at-prolegion-private-limited1767181777,5.0,Work from home
Junior Web Scraping Analyst,Nonex Solution Private Limited,Work from home,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-remote-junior-web-scraping-analyst-job-at-nonex-solution-private-limited1767072666,5.0,Work from home
Data Analytics Specialist,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-data-analytics-specialist-job-in-bangalore-at-vedantix-softwares1766822762,5.0,Bangalore
Web Developer,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-web-developer-job-in-pune-at-vedantix-softwares1766822386,5.0,Pune
Digital Marketing Specialist,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-digital-marketing-specialist-job-in-bangalore-at-vedantix-softwares1766819387,5.0,Bangalore
Accountant,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-accountant-job-in-bangalore-at-vedantix-softwares1766818705,5.0,Bangalore
Human Resources (HR) Specialist,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-human-resources-hr-specialist-job-in-bangalore-at-vedantix-softwares1766818045,5.0,Bangalore
Human Resources (HR) Executive,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-human-resources-hr-executive-job-in-pune-at-vedantix-softwares1766816689,5.0,Pune
Software Developer,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-software-developer-job-in-pune-at-vedantix-softwares1766815998,5.0,Pune
Junior Accountant,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,1,https://internshala.com/job/detail/fresher-junior-accountant-job-in-pune-at-vedantix-softwares1766815362,5.0,Pune
Graphic Designer,Phlox,Delhi,"₹ 5,00,000 - 6,00,000",1,2,https://internshala.com/job/detail/graphic-designer-job-in-delhi-at-phlox1766559288,5.0,Delhi
Google Ads Expert,Growify Digital,Delhi,"₹ 5,00,000 - 6,00,000",1,2,https://internshala.com/job/detail/google-ads-expert-job-in-delhi-at-growify-digital1766464988,5.0,Delhi
Business Development Executive,PrimePathway,Work from home,"₹ 5,00,000 - 6,00,000",1,2,https://internshala.com/job/detail/remote-business-development-executive-job-at-primepathway1766228924,5.0,Work from home
Digital Marketing Specialist,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 6,00,000",0,2,https://internshala.com/job/detail/fresher-digital-marketing-specialist-job-in-bangalore-at-vedantix-softwares1766219884,5.0,Bangalore
Human Resources (HR) Specialist,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,2,https://internshala.com/job/detail/fresher-human-resources-hr-specialist-job-in-pune-at-vedantix-softwares1766216329,5.0,Pune
Accountant,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,2,https://internshala.com/job/detail/fresher-accountant-job-in-pune-at-vedantix-softwares1766215933,5.0,Pune
Business Development Specialist,PrimePathway,Work from home,"₹ 5,00,000 - 6,00,000",1,2,https://internshala.com/job/detail/remote-business-development-specialist-job-at-primepathway1766130388,5.0,Work from home
Student Counselor,PrimePathway,Work from home,"₹ 5,00,000 - 6,00,000",1,2,https://internshala.com/job/detail/remote-student-counselor-job-at-primepathway1766056052,5.0,Work from home
C++ Developer,Planys Technologies Private Limited,Chennai,"₹ 5,00,000 - 6,00,000",1,3,https://internshala.com/job/detail/c-developer-job-in-chennai-at-planys-technologies-private-limited1765526436,5.0,Chennai
Software Tester,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,3,https://internshala.com/job/detail/fresher-software-tester-job-in-pune-at-vedantix-softwares1765522133,5.0,Pune
Junior Accountant,VEDANTIX SOFTWARES,Pune,"₹ 5,00,000 - 6,00,000",0,3,https://internshala.com/job/detail/fresher-junior-accountant-job-in-pune-at-vedantix-softwares1765520815,5.0,Pune
Front End Developer,Awgmen,Gurgaon(Hybrid),"₹ 5,00,000 - 6,00,000",0,3,https://internshala.com/job/detail/fresher-front-end-developer-job-in-gurgaon-at-awgmen1765352555,5.0,Gurgaon(Hybrid)
Operations Associate,Wify,Mumbai,"₹ 5,00,000 - 6,00,000",1,3,https://internshala.com/job/detail/operations-associate-job-in-mumbai-at-wify1765286229,5.0,Mumbai
Junior Operations Manager,Medius Technologies Private Limited,Mumbai,"₹ 5,00,000 - 6,00,000",1,3,https://internshala.com/job/detail/junior-operations-manager-job-in-mumbai-at-medius-technologies-private-limited1765274416,5.0,Mumbai
Junior Recruiter,Medius Technologies Private Limited,Mumbai,"₹ 5,00,000 - 6,00,000",1,3,https://internshala.com/job/detail/junior-recruiter-job-in-mumbai-at-medius-technologies-private-limited1765274333,5.0,Mumbai
Operations Executive,Eclipse Financial Management,Noida,"₹ 5,00,000 - 6,00,000",0,0,https://internshala.com/job/detail/fresher-operations-executive-job-in-noida-at-eclipse-financial-management1767832231,5.0,Noida
Key Account Manager (B2B Exports | Handicrafts / Manufacturing),Doon Handicrafts,Dehradun,"₹ 5,00,000 - 5,60,000",1,7,https://internshala.com/job/detail/key-account-manager-b2b-exports--handicrafts-manufacturing-job-in-dehradun-at-doon-handicrafts1767169670,5.0,Dehradun
Data Entry Specialist,VEDANTIX SOFTWARES,Bangalore,"₹ 5,00,000 - 5,50,000",0,1,https://internshala.com/job/detail/fresher-data-entry-specialist-job-in-bangalore-at-vedantix-softwares1766817987,5.0,Bangalore
Corporate Sales Manager,FlippAR,Work from home,"₹ 5,00,000 - 5,50,000",1,3,https://internshala.com/job/detail/remote-corporate-sales-manager-job-at-flippar1765449647,5.0,Work from home
Front Office Executive,Medius Technologies Private Limited,Mumbai,"₹ 5,00,000 - 5,10,000",1,1,https://internshala.com/job/detail/front-office-executive-job-in-mumbai-at-medius-technologies-private-limited1767009647,5.0,Mumbai
Digital Marketing Executive,Medius Technologies Private Limited,Mumbai,"₹ 5,00,000 - 5,10,000",1,3,https://internshala.com/job/detail/digital-marketing-executive-job-in-mumbai-at-medius-technologies-private-limited1765274424,5.0,Mumbai
Inside Sales Executive,Hello Edge,"Chennai,Bangalore","₹ 5,00,000 - 5,00,001",1,0,https://internshala.com/job/detail/inside-sales-executive-job-in-multiple-locations-at-hello-edge1767785910,5.0,Chennai
Nepali Interpreter,Wehire Talent Solutions,Mumbai,"₹ 5,00,000 - 5,00,001",0,1,https://internshala.com/job/detail/fresher-nepali-interpreter-job-in-mumbai-at-wehire-talent-solutions1767094170,5.0,Mumbai
Gujarati Interpreter,Wehire Talent Solutions,Mumbai,"₹ 5,00,000 - 5,00,001",1,1,https://internshala.com/job/detail/gujarati-interpreter-job-in-mumbai-at-wehire-talent-solutions1767093499,5.0,Mumbai
Punjabi Interpreter,Wehire Talent Solutions,Mumbai,"₹ 5,00,000 - 5,00,001",0,1,https://internshala.com/job/detail/fresher-punjabi-interpreter-job-in-mumbai-at-wehire-talent-solutions1767092855,5.0,Mumbai
Business Development Executive,FixityEDX,"Bhimavaram,Tirupati,Visakhapatnam,Rajahmundry","₹ 5,00,000",0,1,https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-fixityedx1767000621,5.0,Bhimavaram
